Plot_name,TSF,Structure,Tree_density,TWI,Litter_t/ha,CWD,Fuel_hazard_combined,Fuel_moisture,Fire_date,NDVI,slope_degree,aspect,elevation,radiation,fuel_type,LAI_over,LAI_under
FH_1,1M,2,333.2429426,4.79310513,0.44825,80.54049386,,,,,4.2,54.04737473,148.6053314,,,,
FH_2,1M,2,213.836478,3.45550799,0.39725,51.02874199,,,,,1.7,319.6791077,136.661911,,,,
FH_3,1M,2,188.64,3.41486669,0.2415,54.96096791,,,,,10.3,208.8325348,165.658493,,,,
GR_1,1M,2,194.9152276,4.12391329,5.23425,53.93274196,,,,,1.8,196.190033,112.4338379,,,,
GR_2,1M,2,370.9676912,4.51384211,6.43675,80.89143201,,,,,2.2,150.0692291,96.77041626,,,,
GR_3,1M,2,578.4580948,3.48719406,7.72975,11.74152411,,,,,1,110.0766144,88.56417847,,,,
OL_1,1M,2,326.9545753,5.20995998,10.75925,110.572982,,,,,0.9,171.0683899,95.62742615,,,,
OL_2,1M,2,320.6669873,5.70790672,4.27625,61.34532506,,,,,2.4,169.2612763,103.6560745,,,,
OL_3,1M,2,238.9283435,5.20324612,5.8645,67.05920595,,,,,1.5,204.336853,101.348587,,,,
PAT_1,1M,2,176.0524636,3.42256498,0.876675,,,,,,3.1,283.4747315,114.8988266,,,,
PAT_2,1M,2,458.993923,3.42676091,1.17315,,,,,,6.5,104.7888718,138.1652832,,,,
PAT_3,1M,2,370.9676912,3.46444654,1.10275,,,,,,1.4,280.4179077,144.7053528,,,,
PETT_1,1M,2,245.28,3.45824027,0.166,15.83392652,,,,,1.6,34.61692047,79.8254776,,,,
PETT_2,1M,2,188.6792453,4.79160023,0.4325,23.46592502,,,,,6.7,356.6121216,58.76464844,,,,
PETT_3,1M,2,270.4402516,4.50986719,0.2855,120.8208363,,,,,2.3,0.39074391,97.89189148,,,,
PODD_1,1M,2,207.4904036,4.10767937,2.24705,,,,,,2.1,107.6700897,151.6293945
PODD_2,1M,2,194.9152276,5.60338783,1.273525,,,,,,2,256.5678101,152.9070892
PODD_3,1M,2,213.7779916,5.20211029,0.6309,,,,,,2.5,266.9241333,155.4923554
SP_1,1M,2,207.5471698,4.09893656,0.54075,10.53155545,,,,,6.6,311.7799683,272.26474
SP_2,1M,7,213.836478,3.41484809,0.811,18.52741651,,,,,6.9,48.9492569,239.9467926
SP_3,1M,2,245.2830189,4.09922695,0.52675,11.96591527,,,,,9.6,1.25188375,246.20961
SB_1,1M,2,132.0754717,3.47807765,0.381,48.04040498,,,,,1.4,297.1922913,67.51265717
SB_2,1M,2,176.064,4.11124325,0.43125,33.97583447,,,,,2.7,183.0779572,67.65589905
SB_3,1M,2,157.2,4.79527521,0.604,18.0564407,,,,,3,174.4593964,65.32887268
UT_1,1M,2,169.8113208,4.50612307,0.24275,9.01720756,,,,,5,278.5674439,80.61193085
UT_2,1M,2,220.1257862,4.79043674,0.31675,20.97647084,,,,,8.1,216.7153473,87.6954422
